address,area,baths,beds,building type,latitude,longitude,neighborhood,price
1323 Boynton Avenue,2480.0,3.0,5.0,Multi-family,40.83200073,-73.87930298,Soundview,675000.0
1 Samantha Way #1A,3000.0,N/A,3.0,Condo,41.10250092,-73.97309875,Bronx,549000.0
3 Angelas Place #3A,3000.0,N/A,3.0,Condo,40.81280136,-73.82379913,Throgs Neck,549000.0
4134 Wickham Avenue,1890.0,1.0,2.0,Multi-family,40.89300156,-73.84829712,Wakefield,565000.0
2117 Story Avenue,1700.0,,N/A,Multi-family,40.82540131,-73.85189819,Castle Hill,589000.0
276 Buttrick Avenue #3,920.0,2.0,3.0,Condo,40.81570053,-73.82450104,Throgs Neck,325000.0
2500 Johnson Avenue #9G,1650.0,2.5,3.0,Co-op,40.87680054,-73.91770172,Spuyten Duyvil,679000.0
601 Pelham Parkway #205,750.0,1.0,1.0,Co-op,40.85779953,-73.87069702,Bronxwood,189000.0
754 Brady Avenue #303,850.0,1.0,2.0,Co-op,40.85200119,-73.86560059,Bronxdale,142000.0
700 Oakland Place #6C,800.0,1.0,1.0,Co-op,40.8470993,-73.88929749,East Tremont,70000.0
2721 Paulding Avenue,1911.0,N/A,3.0,Multi-family,40.86629868,-73.8588028,Laconia,499900.0
1804 Anthony Avenue,1512.0,,N/A,House,40.84629822,-73.90350342,Mt. Hope,499000.0
2889 Wellman Avenue,1570.0,2.0,4.0,Multi-family,40.84149933,-73.83350372,Schuylerville,449000.0
284 East 169th Street,2142.0,2.0,7.0,Multi-family,40.8348999,-73.91239929,Concourse,650000.0
2866 Marion Avenue #6B,725.0,1.0,1.0,Co-op,40.86809921,-73.8852005,Bedford Park,134500.0
3455 Ely Avenue,3600.0,N/A,5.0,Multi-family,40.87939835,-73.8411026,Eastchester,689000.0
1537 Kennellworth Place,2400.0,2.0,6.0,Multi-family,40.84550095,-73.82250214,Country Club,699000.0
