"address","area","baths","beds","buildingtype","latitude","longitude","neighborhood","price","borough","pricearea","coastdist"
"174 Duane Street #PH",3777,3.5,3,"Condo",40.71709824,-74.00980377,"Tribeca",10995000,"manhattan",2911.04050834,300.706806612761
"415 Greenwich Street #7D",1866,2.5,3,"Condo",40.72169876,-74.0094986,"Tribeca",4250000,"manhattan",2277.59914255,270.031894217024
"207 West 79th Street #4A",2001,3.5,3,"Condo",40.783628,-73.978772,"Upper West Side",4750000,"manhattan",2373.81309345,301.76220554432
"5 Beekman Street #21A",1625,2.5,2,"Condo",40.71120071,-74.00689697,"Fulton/Seaport",2825000,"manhattan",1738.46153846,573.472185881945
"172 Madison Avenue #18B",1488,2.5,2,"Condo",40.74729919,-73.9835968,"Midtown South",3100000,"manhattan",2083.33333333,927.833278411836
"345 East 50th Street #PHB",1597,2.5,2,"Condo",40.75429916,-73.96690369,"Turtle Bay",3490000,"manhattan",2185.34752661,248.400210396668
"15 William Street #44J",960,2,1,"Condo",40.70539856,-74.01039886,"Financial District",1605000,"manhattan",1671.875,343.128725313046
"15 William Street #41C",832,1,1,"Condo",40.70539856,-74.01039886,"Financial District",1350000,"manhattan",1622.59615385,343.128725313046
"2 River Terrace #26F",1077,1.5,1,"Condo",40.71559906,-74.01609802,"Battery Park City",1900000,"manhattan",1764.15970288,127.666979822901
"233 E 78th Street",3500,3.5,4,"Townhouse",40.77320099,-73.95659637,"Upper East Side",5400000,"manhattan",1542.85714286,423.424730459297
"545 West 111th Street #8N",650,1,1,"Co-op",40.80473,-73.965555,"Morningside Heights",590000,"manhattan",907.692307692,292.86142469377
"432 West 52nd Street #3A",1189,2,2,"Condo",40.76509857,-73.98950195,"Hell's Kitchen",1395000,"manhattan",1173.254836,410.618809052
"88 Greenwich Street #903",816,1,1,"Condo",40.707901,-74.01409912,"Financial District",949000,"manhattan",1162.99019608,101.32308694722
"207 West 79th Street #9B",1662,2.5,2,"Condo",40.783628,-73.978772,"Upper West Side",4e+06,"manhattan",2406.73886883,301.76220554432
"26 East 63rd Street #6B",920,1.5,1,"Condo",40.76580048,-73.96949768,"Lenox Hill",1995000,"manhattan",2168.47826087,867.361135590461
"169 Hudson Street #PHN",5095,7,4,"Condo",40.72240067,-74.00849915,"Tribeca",2.1e+07,"manhattan",4121.68792934,332.78186810573
"161 Maiden Ln #PH5",2643,2.5,3,"Condo",40.70550156,-74.00479889,"Financial District",7145000,"manhattan",2703.36738555,196.275093975123
"385 First Avenue #9A",770,1,1,"Condo",40.736787,-73.979028,"Gramercy Park",1265000,"manhattan",1642.85714286,505.557455457927
"385 First Avenue #10B",1190,2,2,"Condo",40.736787,-73.979028,"Gramercy Park",1925000,"manhattan",1617.64705882,505.557455457927
"385 First Avenue #17G",727,1,1,"Condo",40.736787,-73.979028,"Gramercy Park",1310000,"manhattan",1801.92572215,505.557455457927
"385 First Avenue #8F",720,1,1,"Condo",40.736787,-73.979028,"Gramercy Park",1175000,"manhattan",1631.94444444,505.557455457927
"385 First Avenue #12E",1235,2,2,"Condo",40.736787,-73.979028,"Gramercy Park",2200000,"manhattan",1781.37651822,505.557455457927
"385 First Avenue #10G",729,1,1,"Condo",40.736787,-73.979028,"Gramercy Park",1205000,"manhattan",1652.94924554,505.557455457927
"385 First Avenue #3G",729,1,1,"Condo",40.736787,-73.979028,"Gramercy Park",1100000,"manhattan",1508.91632373,505.557455457927
"721 Fifth Avenue #49J",1923,2.5,2,"Condo",40.76229858,-73.97399902,"Midtown",6900000,"manhattan",3588.14352574,984.754148296389
"35 West 81st Street #8E",650,1,1,"Co-op",40.78300095,-73.9733963,"Upper West Side",795000,"manhattan",1223.07692308,644.510651683149
"77 Bleecker Street #724",775,1,1,"Co-op",40.72710037,-73.99590302,"Greenwich Village",899000,"manhattan",1160,1132.34723346681
"111 Fulton Street #718",1253,2,1,"Condo",40.7098999,-74.00659943,"Financial District",1595000,"manhattan",1272.94493216,609.329596412074
"1 Central Park South #1811",1120,1.5,1,"Condo",40.764645,-73.974392,"Central Park South",3500000,"manhattan",3125,1103.13549663296
"160 West 12th Street #82",2044,2.5,2,"Condo",40.73649979,-74,"Greenwich Village",6250000,"manhattan",3057.72994129,647.697167329109
"100 West 58th Street #4G",1160,2,2,"Condo",40.76490021,-73.97720337,"Midtown",1495000,"manhattan",1288.79310345,1128.62853338151
"325 Fifth Avenue #45B",1317,2.5,2,"Condo",40.74729919,-73.98490143,"Midtown South",2595000,"manhattan",1970.38724374,1003.251435323
"415 East 54th Street #18M",2250,3.5,3,"Condo",40.756135,-73.962975,"Sutton Place",2695000,"manhattan",1197.77777778,96.1897238807898
"240 East 46th Street #10G",750,1,1,"Condo",40.75239944,-73.97119904,"Turtle Bay",859000,"manhattan",1145.33333333,419.202604656843
"252 East 57th Street #56A",4972,5.5,5,"Condo",40.75920105,-73.96620178,"Sutton Place",14650000,"manhattan",2946.50040225,407.756585277451
"350 East 72nd Street #11B",1404,2.5,2,"Condo",40.76789856,-73.95700073,"Lenox Hill",1750000,"manhattan",1246.43874644,230.613260543763
"180 East 88th Street #24B",2370,3.5,4,"Condo",40.780177,-73.953651,"Carnegie Hill",6875000,"manhattan",2900.84388186,537.560554445357
"130 West 20th Street #1B",750,1,1,"Condo",40.74140167,-73.9957962,"Chelsea",1100000,"manhattan",1466.66666667,815.362281214017
"768 Fifth Avenue #1139",1063,1.5,1,"Condo",40.76449966,-73.97450256,"Central Park South",1975000,"manhattan",1857.94920038,1103.60023303563
"45 Park Avenue #801",1494,3,2,"Condo",40.74860001,-73.97969818,"Murray Hill",2895000,"manhattan",1937.75100402,755.525060704659
"24 East 21st Street #6",4109,4.5,4,"Condo",40.73939896,-73.98899841,"Flatiron",5895000,"manhattan",1434.65563397,1249.17275291147
"330 East 38th Street #37J",903,1,1,"Condo",40.74629974,-73.97270203,"Murray Hill",1299000,"manhattan",1438.53820598,257.252039748721
"120 Riverside Boulevard #10G",716,1,1,"Condo",40.77640152,-73.9890976,"Lincoln Square",940000,"manhattan",1312.84916201,28.3462032768618
"212 Fifth Avenue #17B",3078,3.5,3,"Condo",40.74340057,-73.98870087,"NoMad",9750000,"manhattan",3167.64132554,1228.56134582139
"212 Fifth Avenue #11B",2693,3.5,3,"Condo",40.74340057,-73.98870087,"NoMad",7450000,"manhattan",2766.43148905,1228.56134582139
"60 Sutton Place South #10D",2400,3,3,"Co-op",40.75529861,-73.96289825,"Sutton Place",3494000,"manhattan",1455.83333333,57.6372762525928
"212 Fifth Avenue #11C",1538,2.5,2,"Condo",40.74340057,-73.98870087,"NoMad",4800000,"manhattan",3120.93628088,1228.56134582139
"133 West 14th Street #4",1660,2,2,"Condo",40.73820114,-73.99819946,"Chelsea",2995000,"manhattan",1804.21686747,728.528257878762
"215 East 79th Street #6F",950,1,1,"Co-op",40.774087,-73.956211,"Yorkville",825000,"manhattan",868.421052632,437.271645673398
"565 Broome Street #N22A",2512,3.5,3,"Condo",40.72399902,-74.00579834,"Hudson Square",8150000,"manhattan",3244.42675159,505.739248205574
"135 West 52nd Street #14C",904,2,1,"Condo",40.76200104,-73.98090363,"Midtown",1810000,"manhattan",2002.21238938,1033.66817456665
"389 East 89th Street #24B",1400,2,2,"Condo",40.779107,-73.948329,"Yorkville",2390000,"manhattan",1707.14285714,184.374599889334
"35 West 81st Street #8E",650,1,1,"Co-op",40.78300095,-73.9733963,"Upper West Side",795000,"manhattan",1223.07692308,644.510651683149
"565 Broome Street #S18B",2399,3.5,3,"Condo",40.72399902,-74.00579834,"Hudson Square",6350000,"manhattan",2646.93622343,505.739248205574
"10 Madison Square West #17E",2347,3.5,3,"Condo",40.74269867,-73.98960114,"Flatiron",9495000,"manhattan",4045.59011504,1196.68616673302
"456 West 19th Street #2/3C",1139,2,2,"Condo",40.74489975,-74.00579834,"West Chelsea",2250000,"manhattan",1975.41703248,73.0743257731491
"1 Central Park South #509",4299,4.5,3,"Condo",40.76449966,-73.97450256,"Central Park South",39500000,"manhattan",9188.18329844,1103.60023303563
"55 East 87th Street #7J",1422,2,2,"Co-op",40.78139877,-73.95749664,"Carnegie Hill",1890000,"manhattan",1329.11392405,809.593127159984
"215 East 96th Street #28C",1077,2,2,"Condop",40.785176,-73.947922,"Yorkville",1300000,"manhattan",1207.05663881,394.214868691739
"432 Park Avenue #52C",3576,3.5,3,"Condo",40.76079941,-73.97180176,"Midtown",19850000,"manhattan",5550.89485459,796.622726342677
"348 East 89th Street #9E",533,1,1,"Condo",40.77890015,-73.94879913,"Yorkville",649000,"manhattan",1217.63602251,204.107533693052
"151 West 17th Street #PHG",2300,3,3,"Condo",40.74029922,-73.99739838,"Chelsea",4349000,"manhattan",1890.86956522,734.114141278258
"5 Beekman Street #47B",1572,2.5,2,"Condo",40.71120071,-74.00689697,"Fulton/Seaport",3975000,"manhattan",2528.6259542,573.472185881945
"715 Park Avenue #5C",713,1,1,"Condo",40.76940155,-73.96450043,"Lenox Hill",1350000,"manhattan",1893.40813464,725.347835509923
"17 East 80th Street #3",1900,2.5,3,"Co-op",40.77740097,-73.96209717,"Upper East Side",2500000,"manhattan",1315.78947368,912.529660416446
"165 Park Row #10A",1200,1,2,"Co-op",40.71239853,-73.99980164,"Civic Center",850000,"manhattan",708.333333333,610.155306237659
"15 Central Park West #8B",3478,4.5,5,"Condo",40.7696991,-73.98110199,"Lincoln Square",3.3e+07,"manhattan",9488.21161587,707.266847506583
"54 East 129th Street #5A",1021,1,4,"Co-op",40.80780029,-73.9382019,"Central Harlem",425000,"manhattan",416.258570029,45.3876705650615
"166 East 63rd Street #4J",1202,2,2,"Condo",40.76399994,-73.96530151,"Lenox Hill",1995000,"manhattan",1659.73377704,551.415104438159
"335 East 90th Street #5F",1000,1.5,2,"Co-op",40.7798996,-73.94799805,"Yorkville",850000,"manhattan",850,195.412875938927
"520 West 45th Street #3B",1306,2,2,"Condo",40.76179886,-73.99520111,"Hell's Kitchen",2050000,"manhattan",1569.67840735,216.642368668117
"350 West 42nd Street #7D",729,1,1,"Condo",40.75790024,-73.99230194,"Hell's Kitchen",1125000,"manhattan",1543.20987654,543.508802866296
"520 West 45th Street #5A",1401,2,2,"Condo",40.76179886,-73.99520111,"Hell's Kitchen",2650000,"manhattan",1891.50606709,216.642368668117
"100 Barclay Street #14G",2369,3.5,3,"Condo",40.714102,-74.012712,"Tribeca",3985000,"manhattan",1682.14436471,128.96298568192
"20 Pine Street #1608",1208,1.5,1,"Condo",40.707729,-74.009729,"Financial District",1549000,"manhattan",1282.28476821,412.555736560211
"160 Leroy Street SOUTH6C",1644,2.5,2,"Condo",40.73020172,-74.01010132,"West Village",4750000,"manhattan",2889.29440389,120.664789877021
"580 Park Avenue #11B",2400,3,4,"Co-op",40.76589966,-73.9681015,"Lenox Hill",5400000,"manhattan",2250,790.708409144145
"438 East 12th Street #4S",934,1.5,1,"Condo",40.72900009,-73.98210144,"East Village",1745000,"manhattan",1868.30835118,701.180099539663
"133 West 22nd Street #5J",763,1,1,"Condo",40.74290085,-73.99449921,"Chelsea",1600000,"manhattan",2096.98558322,867.392963127766
"45 East 30th Street #4A",1080,1.5,1,"Condo",40.74499893,-73.9835968,"Midtown South",1495000,"manhattan",1384.25925926,854.155637513485
"200 East 62nd Street #4D",1988,2.5,3,"Condo",40.76300049,-73.96510315,"Lenox Hill",3150000,"manhattan",1584.50704225,499.195978548743
"390 West End Avenue #PHK",623,1,1,"Condo",40.78369904,-73.98090363,"Upper West Side",999999,"manhattan",1605.13483146,172.533809009084
"123 Washington Street #43B",1175,2,2,"Condo",40.70909882,-74.01370239,"Financial District",2850000,"manhattan",2425.53191489,115.772246379641
"180 East 88th Street #20A",1415,2.5,2,"Condo",40.780177,-73.953651,"Carnegie Hill",3880000,"manhattan",2742.04946996,537.560554445357
"45 East End Avenue #6EF",2000,3,4,"Co-op",40.771744,-73.946588,"Yorkville",1995000,"manhattan",997.5,214.404541941378
"39 West 70th Street",6608,5.5,5,"Townhouse",40.775373,-73.978089,"Lincoln Square",17900000,"manhattan",2708.8377724,652.895188860973
"360 East 89th Street #15C",1680,2.5,2,"Condo",40.778925,-73.948275,"Yorkville",2855000,"manhattan",1699.4047619,174.17970524767
"225 E 36th Street #18K",1100,2,2,"Co-op",40.74670029,-73.97579956,"Murray Hill",1099000,"manhattan",999.090909091,452.657108718318
"32-34 Beekman Place",7522,6,5,"Multi-family",40.75379,-73.964616,"Beekman",17600000,"manhattan",2339.80324382,95.3926789130875
"200 East 66th Street PHD2101",1413,2,2,"Condo",40.765496,-73.963144,"Lenox Hill",3500000,"manhattan",2476.99929229,487.716105297574
"222 East 80th Street #2F",1100,2,2,"Co-op",40.77429962,-73.9559021,"Yorkville",1100000,"manhattan",1000,428.086733770824
"415 East 54th Street #18M",2250,3.5,3,"Condo",40.756135,-73.962975,"Sutton Place",2695000,"manhattan",1197.77777778,96.1897238807898
"56 Leonard Street #PH53",6400,4.5,4,"Condo",40.71770096,-74.00640106,"Tribeca",3.5e+07,"manhattan",5468.75,534.645946007625
"27 West 72nd Street #901",731,1,1,"Condo",40.77719879,-73.97740173,"Upper West Side",1345000,"manhattan",1839.94528044,624.999425932751
"88 Greenwich Street #1007",732,1,1,"Condo",40.707901,-74.01409912,"Financial District",949000,"manhattan",1296.44808743,101.32308694722
"1150 Fifth Avenue #2E",1650,1.5,2,"Co-op",40.7879982,-73.9552002,"Carnegie Hill",1895000,"manhattan",1148.48484848,931.772856535462
"220 Riverside Boulevard #32C",1450,2,2,"Condo",40.77980042,-73.98760223,"Lincoln Square",2650000,"manhattan",1827.5862069,78.5201117225968
"50 Clinton Street #PHB",1245,2,3,"Condo",40.71969986,-73.98459625,"Lower East Side",3750000,"manhattan",3012.04819277,702.537191683282
"49 Murray Street #PH",4600,4,5,"Condo",40.71429825,-74.00939941,"Tribeca",9950000,"manhattan",2163.04347826,361.151205281364
"400 East 70th Street #908",575,1,1,"Condo",40.76610184,-73.95680237,"Lenox Hill",735000,"manhattan",1278.26086957,145.886129409926
"3 East 69th Street #12A",1550,2.5,2,"Co-op",40.770401,-73.96749878,"Lenox Hill",2499000,"manhattan",1612.25806452,939.383658051421
"845 United Nations Plaza #76B",2863,3.5,3,"Condo",40.75249863,-73.96779633,"Turtle Bay",7795000,"manhattan",2722.66852951,226.554068965787
"235 East 49th Street #2A",700,1,1,"Co-op",40.75482,-73.969738,"Turtle Bay",575000,"manhattan",821.428571429,433.479292742397
"415 East 54th Street #20M",2250,3.5,3,"Condo",40.7560997,-73.96299744,"Sutton Place",3100000,"manhattan",1377.77777778,96.0469785497431
"410 West 24th Street #14M",875,1,1,"Co-op",40.7478981,-74.00360107,"West Chelsea",1125000,"manhattan",1285.71428571,150.868783959231
"120 Riverside Boulevard #8V",678,1,1,"Condo",40.77640152,-73.9890976,"Lincoln Square",940000,"manhattan",1386.43067847,28.3462032768618
"140 East 65th Street",6200,5.5,4,"Townhouse",40.765518,-73.964936,"Lenox Hill",13500000,"manhattan",2177.41935484,592.187455481663
"100 West 93rd Street #5B",739,1,1,"Condo",40.79079819,-73.96970367,"Upper West Side",1150000,"manhattan",1556.15696888,570.438037496138
"555 West 23rd Street #N10J",670,1,1,"Condo",40.74900055,-74.0059967,"West Chelsea",1110000,"manhattan",1656.71641791,32.889409329794
"501 West 123rd Street #5B",904,1,2,"Co-op",40.81159973,-73.95819855,"Morningside Heights",675000,"manhattan",746.681415929,471.295605256366
"101 Wooster Street #2",3800,2.5,3,"Co-op",40.72470093,-74.00099945,"Soho",6995000,"manhattan",1840.78947368,837.334062432457
"200 East 59th Street #28D",1909,2.5,2,"Condo",40.76129913,-73.96649933,"Sutton Place",5830000,"manhattan",3053.95495024,510.516732246549
"200 East 59th Street #20E",2291,2.5,2,"Condo",40.76129913,-73.96649933,"Sutton Place",6260000,"manhattan",2732.43125273,510.516732246549
"200 East 59th Street #15C",1208,1.5,1,"Condo",40.76129913,-73.96649933,"Sutton Place",3e+06,"manhattan",2483.44370861,510.516732246549
"50 Madison Avenue #9",2630,3.5,3,"Condo",40.74300003,-73.98660278,"NoMad",5800000,"manhattan",2205.32319392,1072.15211692773
"200 East 59th Street #20D",1909,2.5,2,"Condo",40.76129913,-73.96649933,"Sutton Place",5130000,"manhattan",2687.27082242,510.516732246549
"200 East 59th Street #7C",1208,1.5,1,"Condo",40.76129913,-73.96649933,"Sutton Place",2630000,"manhattan",2177.15231788,510.516732246549
"200 East 59th Street #7A",1964,2.5,2,"Condo",40.76129913,-73.96649933,"Sutton Place",4270000,"manhattan",2174.13441955,510.516732246549
"200 East 59th Street #28E",2291,2.5,2,"Condo",40.76129913,-73.96649933,"Sutton Place",7290000,"manhattan",3182.01658664,510.516732246549
"200 East 59th Street #10B",979,1.5,1,"Condo",40.76129913,-73.96649933,"Sutton Place",2370000,"manhattan",2420.83758938,510.516732246549
"200 East 59th Street #7B",979,1.5,1,"Condo",40.76129913,-73.96649933,"Sutton Place",2260000,"manhattan",2308.47803882,510.516732246549
"200 East 59th Street #15A",1964,2.5,2,"Condo",40.76129913,-73.96649933,"Sutton Place",4740000,"manhattan",2413.44195519,510.516732246549
"325 5th Avenue #16A",1176,2,2,"Condo",40.74729919,-73.98490143,"Midtown South",1950000,"manhattan",1658.16326531,1003.251435323
"45 Sutton Place South #8L",1550,2,2,"Co-op",40.75559998,-73.96140289,"Sutton Place",1625000,"manhattan",1048.38709677,16.506963514047
"133 West 22nd Street #4F",1014,2,2,"Condo",40.74290085,-73.99449921,"Chelsea",2099000,"manhattan",2070.01972387,867.392963127766
"389 East 89th Street #23B",1400,2,2,"Condo",40.779107,-73.948329,"Yorkville",2360000,"manhattan",1685.71428571,184.374599889334
"272 West 86th Street #PH",4333,5.5,6,"Condo",40.78839874,-73.97720337,"Upper West Side",9950000,"manhattan",2296.33048696,215.44599686618
"93 Crosby Street #2",1408,2,1,"Condo",40.723409,-73.997576,"Soho",2699000,"manhattan",1916.90340909,1094.25364997065
"146 West 57th Street #56A",1463,2.5,2,"Condo",40.76470184,-73.97930145,"Midtown",2450000,"manhattan",1674.64114833,1015.64024423251
"140 West 74th Street #4B",575,1,1,"Co-op",40.77920151,-73.97949982,"Upper West Side",595000,"manhattan",1034.7826087,425.074991194704
"300 East 23rd Street #17C",1323,2,3,"Condo",40.737512,-73.980766,"Gramercy Park",2350000,"manhattan",1776.26606198,635.292492152622
"119 Chambers Street #2",2240,3.5,3,"Condo",40.7154007,-74.00849915,"Tribeca",3895000,"manhattan",1738.83928571,412.324331514055
"140 Franklin Street #PHA",5019,4,3,"Condo",40.7193985,-74.00730133,"Tribeca",1.6e+07,"manhattan",3187.88603307,451.647421982509
"200 East 94th Street #3009",1576,2,3,"Condo",40.78359985,-73.94989777,"Yorkville",3199999,"manhattan",2030.45621827,449.916031545854
"70 Charlton Street #8F",1474,2,2,"Condop",40.72669983,-74.00659943,"Hudson Square",2980000,"manhattan",2021.70963365,418.389741875847
"45 East 22nd Street #35A",2042,2,2,"Condo",40.73989868,-73.98729706,"Flatiron",6860000,"manhattan",3359.45151812,1122.65563168879
"380 Rector Place #8D",704,1,1,"Condo",40.70909882,-74.01809692,"Battery Park City",880000,"manhattan",1250,195.226915636028
"310 Riverside Drive #310",751,1,1,"Co-op",40.80039978,-73.97100067,"Upper West Side",888000,"manhattan",1182.42343542,132.394139778436
"252 Seventh Avenue #9J",1313,2,1,"Condo",40.745303,-73.995484,"Chelsea",2395000,"manhattan",1824.06702209,747.71211423489
"15 Hudson Yards #72A",2400,3.5,3,"Condo",40.754661,-74.003783,"Hudson Yards",9515000,"manhattan",3964.58333333,14.219015191509
"225 Fifth Avenue #PHW",1000,1,1,"Condo",40.74359894,-73.98760223,"NoMad",1995000,"manhattan",1995,1146.81657631435
