address,area,baths,beds,building type,latitude,longitude,neighborhood,price
80 Bay Street Landing #1F,1864.0,2.5,2.0,Condo,40.6393013,-74.07409668,Saint George,789000.0
32 Norman Place,1880.0,2.0,3.0,House,40.51720047,-74.19460297,Princes Bay,659000.0
65 Ridge Loop,8150.0,4.0,6.0,House,40.60039902,-74.10089874,Todt Hill,1500000.0
104 Norwalk Avenue,2752.0,3.0,4.0,House,40.60509872,-74.11689758,Todt Hill,799000.0
416 Hoyt Avenue,1144.0,1.0,2.0,House,40.63249969,-74.10540009,West Brighton,449900.0
122 Arnold Street,1242.0,1.5,3.0,House,40.63809967,-74.09249878,New Brighton,385000.0
192 Bathgate Street,864.0,1.0,1.0,House,40.52920151,-74.16290283,Annadale,369000.0
429 Bertram Avenue,3878.0,3.5,4.0,House,40.52479935,-74.17500305,Huguenot,1600000.0
374 Huguenot Avenue,8194.0,1.5,3.0,Multi-family,40.54589844,-74.1989975,Woodrow,899000.0
484 Sharrots Road,26000.0,12.0,1.0,Building,40.53749847,-74.23500061,Charleston,1900000.0
80 Bay Street Landing #1F,1864.0,2.5,2.0,Condo,40.6393013,-74.07409668,Saint George,789000.0
23 Jackson Street,1218.0,2.0,3.0,Multi-family,40.63069916,-74.07920074,Tompkinsville,499000.0
