address,area,baths,beds,building type,latitude,longitude,neighborhood,price
450 West 17th Street #1802,732.0,1.0,1.0,Condo,40.74349976,-74.00640106,West Chelsea,1850000.0
325 Fifth Avenue #19H,1198.0,2.0,2.0,Condo,40.74729919,-73.98490143,Midtown South,2288000.0
25 Central Park West #14S,967.0,1.5,1.0,Condo,40.770401,-73.98090363,Lincoln Square,2000000.0
125 East 4th Street #24,650.0,1.0,2.0,Co-op,40.7256012,-73.98760223,East Village,650000.0
111 Murray Street #55EAST,3122.0,4.5,3.0,Condo,40.71519852,-74.01249695,Tribeca,10820000.0
150 Rivington Street #PHA,1626.0,3.0,3.0,Condo,40.7193985,-73.98560333,Lower East Side,4250000.0
252 East 57th Street #57A,4968.0,5.5,5.0,Condo,40.75920105,-73.96620178,Sutton Place,14800000.0
123 West 74th Street #8D,1200.0,1.5,2.0,Co-op,40.77942,-73.97888,Upper West Side,1625000.0
106 Central Park South #20H,658.0,1.5,1.0,Condo,40.7655983,-73.97689819,Central Park South,1295000.0
675 West End Avenue #12A,1650.0,3.5,4.0,Co-op,40.79309845,-73.97519684,Upper West Side,2099000.0
20 West 53rd Street #21A,1728.0,2.5,2.0,Condo,40.76079941,-73.97740173,Midtown,5950000.0
